name,area,salary_from,salary_to,employer_name,published_at,schedule,responsibility,requirement
"Администратор магазина (Тюменская обл, г Тюмень, ул Викуловская, д 1)",Тюмень,24000,35000,Пятёрочка,2020-09-28T03:12:48+0300,Полный день,"Организация работы магазина. Контроль работы сотрудников. Выполнение плана по товарообороту, минимизация потерь. Взаимодействие с проверяющими органами. Ведение отчетности и анализ...","Образование не ниже среднего профессионального. Управленческий опыт работы от 0,5 года (желательно). Опыт работы в ритейле от 0,5..."
Специалист по подбору автомобилей с пробегом,Тюмень,30000,50000,Автоподбор GreenCar,2020-10-07T13:25:34+0300,Полный день,"1. Искать лучшие автомобили для наших клиентов на вторичном рынке. 2. Консультировать наших клиентов по автомобильному рынку, заключать и оформлять...",Требуемый опыт работы: 1–3 года. Законченное образование. Опыт работы с автомобилями. Умение разбираться в кузовном ремонте. Понимание тех. 
Медицинский представитель (Кардио),Тюмень,,,КРКА ФАРМА,2020-10-05T06:07:46+0300,Полный день,Представление интересов КРКА на вверенной территории (информирование врачей и аптечных работников о препаратах КРКА). Проведение круглых столов и семинаров для...,"Высшее образование (желательно фармацевтическое, медицинское, химическое, биологическое или психологическое). Желателен опыт работы медицинским представителем или в сфере продаж (торговый представитель..."
Водитель категории Е,Тюмень,90000,110000,Альянс,2020-10-08T06:32:00+0300,Вахтовый метод,"Управление автомобилем - (Площадка). Содержание автомобиля в исправном техническом состоянии, его техническое обслуживание и текущий ремонт.",Наличие водительского удостоверения категории Е. Опыт работы водителем (подтвержденный трудовой книжкой) от 3 лет. Технические знания узлов и агрегатов автомобиля...
Механик по ремонту транспорта,Тюмень,,,Качество Бетона,2020-10-13T06:33:53+0300,Полный день,"Обеспечение безаварийной и надежной работы всех видов оборудования, их правильной эксплуатации. Обеспечение своевременного качественного ремонта и технического обслуживания.",Высшее профессиональное (техническое) образование.
Инженер цеха водоканал,Тюмень,,,Группа ПРОДО,2020-10-06T07:40:12+0300,Полный день,"Планирование бюджета, ППР, коммунальных затрат, работ по заявкам. Оформление заявок на приобретение оборудования, материалов, запасных частей для обслуживания и профилактики...","Техническое образование. Опыт работы от 3х лет. Опыт планирование бюджета, ППР."
Слесарь-приемщик деталей,Тюмень,20000,25000,СНГК ВОСТОК-ЗАПАД,2020-10-14T09:28:56+0300,Полный день,"Приемка деталей, заполнение электронного журнала. Мойка и разгрузка деталей. Выдача деталей клиенту.","Образование среднее или высшее (рассматриваем стажеров). Приветствуется навык работы с компьютером, интернет, знание строения двигателей автомобилей. Личные качества: внимательность, ответственность..."
Специалист по учету,Тюмень,,,Группа ПРОДО,2020-10-06T07:40:18+0300,Полный день,"Проверка заполнения отчетов по выработке, контроль движения и списания сырья, тары, упаковки. Проверка движения документов. Ввод первичной информации в базу...","Профессиональное образование (экономика, бух.учет). Знание 1С обязательно. Желательно знание программы Меркурий. Опыт работы на производстве, это плюс."
Руководитель отдела по работе с персоналом,Тюмень,,,Кемеровское Акционерное Общество Азот,2020-10-06T12:45:00+0300,Полный день,"Управление HR-процессами: планирование, КДП, подбор, адаптация, мотивация, обучение и развитие персонала. Участие в разработке и реализации стратегических проектов компании. ",Опыт работы на позиции руководителя отдела по персоналу не менее 3-х лет. Приветствуется опыт в предприятиях промышленного сектора. 
Бухгалтер,Тюмень,,30000,Тюменский государственный университет ФГАОУ ВО,2020-10-13T09:16:45+0300,Полный день,Учет наличных и безналичных расчетов. Анализ и контроль дебиторской и кредиторской задолженности с покупателями и заказчиками. Инвентаризация расчетов.,"Высшее образование в сфере бухгалтерского учета. Умение работать в программе 1С:Предприятие, Excel. Знание закона о бухгалтерском учете 402..."
"Провизор - фармацевт в новую аптеку (пр. Заречный, 6/2)",Тюмень,35000,,"Живика, аптечная сеть",2020-10-05T08:58:14+0300,Сменный график,"Прием, отпуск и хранение лекарственных препаратов. Консультирование покупателей. Соблюдение санитарных норм и правил.","Законченное фармацевтическое образование, наличие сертификата/аккредитации. Опыт работы приветствуется, но не обязателен. Доброжелательность, желание помогать людям - ваш плюс."
Мастер настройки/Техподдержка,Тюмень,40000,50000,Amazingame,2020-09-28T16:31:19+0300,Полный день,Настройка/модернизация игровых консолей всех поколений. Предпродажная подготовка товара (чистка/несложный ремонт). Проверка товара на работоспособность. Консультирование по вопросам настройки...,"Хорошее знание ПК. Самоконтроль/проверка проделанной работы. Желание зарабатывать. Нацеленность на результат. Ищем живых людей, отсидеться и получать деньги не..."
"Провизор - фармацевт в новую аптеку (ул. Пермякова, 62/1)",Тюмень,35000,,"Живика, аптечная сеть",2020-10-05T08:58:14+0300,Сменный график,"Прием, отпуск и хранение лекарственных препаратов. Консультирование покупателей. Соблюдение санитарных норм и правил.","Законченное фармацевтическое образование, наличие сертификата/аккредитации. Опыт работы приветствуется, но не обязателен. Доброжелательность, желание помогать людям - ваш плюс."
"Провизор - фармацевт в новую аптеку (ул. Республики, 194/2)",Тюмень,35000,,"Живика, аптечная сеть",2020-10-05T08:58:15+0300,Сменный график,"Прием, отпуск и хранение лекарственных препаратов. Консультирование покупателей. Соблюдение санитарных норм и правил.","Законченное фармацевтическое образование, наличие сертификата/аккредитации. Опыт работы приветствуется, но не обязателен. Доброжелательность, желание помогать людям - ваш плюс."
Менеджер интернет-магазина,Тюмень,25000,50000,Amazingame,2020-09-28T16:31:13+0300,Полный день,"Звонки клиентам по заказам. Консультации по товару, срокам, стоимости доставки. Формирование транспортных накладных. Упаковка товара для отправки. Работа по 1...","Внимательность. Самоконтроль/проверка проделанной работы. Грамотная речь. Желание зарабатывать. Нацеленность на результат. Ищем живых людей, отсидеться и получать деньги не..."
"Провизор - фармацевт в новую аптеку (ул. Щербакова, 98)",Тюмень,35000,,"Живика, аптечная сеть",2020-10-05T08:58:15+0300,Сменный график,"Прием, отпуск и хранение лекарственных препаратов. Консультирование покупателей. Соблюдение санитарных норм и правил.","Законченное фармацевтическое образование, наличие сертификата/аккредитации. Опыт работы приветствуется, но не обязателен. Доброжелательность, желание помогать людям - ваш плюс."
Специалист сметно-договорного отдела,Тюмень,,,"Промтехбезопасность, ИКЦ, Тюменский филиал",2020-10-12T08:42:21+0300,Полный день,"Оформление и сопровождение договоров по выполнению проектно-изыскательских работ (ПИР), а также договоров субподряда. Формирование, ведение и хранение электронной базы...",Опыт работы более 3 лет в крупных проектно-изыскательских компаниях. Высшее экономическое образование.
Грузчик-комплектовщик,Тюмень,35000,,Транслон,2020-09-17T07:35:45+0300,Полный день,Качественная и своевременная разгрузка и погрузка товара. - Средства для реализации работ: СИЗ.,
Инженер-технолог водоснабжения и водоотведения,Тюмень,,,Навигатор. Управление активами,2020-10-14T09:11:45+0300,Полный день,"Организация эксплуатации блочной станции водоочистки питьевой воды. Управление контрольным, измерительным и испытательным оборудованием, средствами измерений, предназначенными для подтверждения соответствия качества...","Высшее или специальное строительное образование (ВиВ), ответственность, самостоятельность, аналитическое мышление, аккуратность, системность. Практическое знание технологии водоподготовки питьевой воды. "
Кладовщик,Тюмень,,60000,Автокран-Тюмень,2020-10-14T13:37:18+0300,Вахтовый метод,Составление ТТН. Отправка оборудования на площадку ВЭУ. Контроль возврата ТТН с каждой площадки ВЭУ.,Опыт работы в должности не менее 5 лет. Знание правил порядка хранения и складирования ТМЦ.
Дежурный электрик,Тюмень,30000,30000,ТюменьТел,2020-10-14T08:02:28+0300,Полный день,,Среднее специальное образование. Опыт работы не менее 5 лет.
Менеджер по развитию территории,Тюмень,,50000,Строительный Двор,2020-10-13T07:08:19+0300,Полный день,Поиск помещений под открытие магазинов. Ведение реестра объектов. Проведение переговоров с арендаторами/собственниками.,Умение устанавливать контакт с людьми. Готовность к разъездам(80% рабочего времени). Опыт в аналогичной должности желателен.
Территориальный управляющий мебельными салонами,Тюмень,,,Мебельная компания «Шатура»,2020-10-14T12:56:27+0300,Полный день,"Управление сетью выделенных франчайзинговых салонов. Обеспечение выполнения стандартов и форматов работы франчайзинговой сети Компании. Управление персоналом торговых точек (подбор, обучение...",Успешный опыт работы в мебельной сфере будет преимуществом. Опыт работы на аналогичной должности от 2-х лет. Знание процессов торговли...
Бухгалтер (специалист управления системной поддержки бизнеса),Тюмень,40000,40000,Магнитогорский металлургический комбинат,2020-10-08T13:47:17+0300,Полный день,"Получение, проверка и обработка поступающей первичной документации (УПД, счетов-фактур, товарных накладных, актов выполненных работ и т.д.) на предмет...",Знание и опыт работы в 1С: Управление торговлей 8.3 редакция 11.0 (обязательно). Опыт работы с первичной документацией...
Кладовщик-комплектовщик,Тюмень,40000,60000,Автокран-Тюмень,2020-10-14T13:31:36+0300,Вахтовый метод,Отправка пустого контейнера с площадки ВЭУ. Контроль возврата ТТН с каждой площадки ВЭУ. Приемка на площадке от субподрядчика возвратной тары...,Опыт работы кладовщиком с строй.материалами.
Территориальный управляющий мебельными салонами (г. Тюмень),Тюмень,,,Мебельная компания «Шатура»,2020-09-18T16:29:06+0300,Полный день,"Управление сетью выделенных франчайзинговых салонов. Обеспечение выполнения стандартов и форматов работы франчайзинговой сети Компании. Управление персоналом торговых точек (подбор, обучение...",Успешный опыт работы в мебельной сфере будет преимуществом. Опыт работы на аналогичной должности от 2-х лет. Знание процессов торговли...
Работник торгового зала,Тюмень,,,АШАН Ритейл Россия,2020-10-14T09:12:31+0300,Полный день,Выкладывать товар в соответствии со стандартами. Контролировать сроки годности и качество продукции. Устанавливать и актуализировать ценники. Консультировать покупателей.,"Опыт работы не обязателен (Мы всему научим!). Желание работать в команде на результат. Аккуратность, внимательность и доброжелательность. Место работы можно..."
Пекарь,Тюмень,25500,30300,ОКЕЙ – Федеральная розничная сеть,2020-10-07T07:44:14+0300,Гибкий график,Приготовление вкусных и красивых хлебобулочных и кондитерских изделий. Соблюдение графика выпуска готовой продукции. Контроль качества и сроков годности. ,"Профильное образование. Приветствуется опыт работы и желание учиться новому. Умение работать в команде, готовность к взаимопомощи."
Тренер бассейна,Тюмень,,100000,Dream Work,2020-10-07T12:09:43+0300,Сменный график,"Проведение вводных инструктажей, персональных тренировок. 3. Соблюдение стандартов и норм работы. Поддержка на период адаптации.","Опыт аналогичной работы. Наличие разряда по плаванью. Знания анатомии, методик тренировочного процесса. Ответственность, коммуникабельность, неравнодушие к работе, желание зарабатывать и..."
Менеджер по развитию продаж,Тюмень,30000,,РУСОЙЛ,2020-09-30T06:49:25+0300,Полный день,"Поиск клиентов (грузоотправителей). Составление КП. Согласование условий поставок, заключение договоров. Котировка ставок на перевозки грузов. Контролировать движение транспорта согласно намеченного...",Знание рынка транспортных услуг. Опыт работы в Транспортно-Экспедиционной компании. Умение вести переговоры. Понимание географии России и типов транспортных средств. 
Машинист двигателей внутреннего сгорания (г. Выборг),Тюмень,,,Газпром СПГ Портовая,2020-09-16T13:04:07+0300,Полный день,"Обслуживание двигателей внутреннего сгорания всех систем мощностью свыше 73,5 до 147 кВт (свыше 100 до 200 л.с.). ",Среднее профессиональное/ высшее техническое образование. Стаж работы машинистом ДВС не менее 3 лет. Квалификационная 3 группа по электробезопасности. 
Разнорабочий на склад,Тюмень,30000,45000,Матрикс Аутсорсинг,2020-10-08T09:11:55+0300,Полный день,Комплектация товара через оператора по голосовой связи. Комплектует груз внутри склада для отправки заказчику. Осуществление своевременной и качественной приемки от...,"Опыт работы желателен, но необязателен! Ответственность. Желание оформить медицинскую книжку, либо ее наличие."
Заведующий в аптеку (переезд с предоставлением служебного жилья),Тюмень,43000,,"Живика, аптечная сеть",2020-10-01T08:26:43+0300,Полный день,"Организация работы аптеки и коллектива. Ведение и контроль за ценообразованием, фарм.порядком, документацией. Формирование и ведение отчетности.","Обязательно законченное фарм. образование. Фармацевтический стаж (провизор - 3 года, фармацевт - 5 лет). Опыт работы заведующим аптекой от 1 года. "
Маркетолог,Тюмень,,,Сеть магазинов Магеллан,2020-10-14T16:00:13+0300,Полный день,"Эффективные переговоры с провайдерами рекламных услуг. - Написание статей для сайта Компании, текстов для рекламных роликов, корпоративной газеты и т.д. - ",Опыт работы в аналогичной должности. - Активная жизненная позиция. - Желание работать на результат. Требования: Знание основ маркетинговой сферы. Понимание принципов PR...
Электромонтер ОПС (охранно-пожарной сигнализации),Тюмень,,,Engine,2020-10-12T10:48:41+0300,Полный день,"Монтаж, наладка и техническое обслуживание систем автоматической охранно-пожарной сигнализации. Техническое обслуживание и ремонт кабельных линий. Обеспечение исправной, безаварийной и...",Среднее профессиональное или высшее образование. От 3 лет опыта в направлении обслуживания ОПС. Наличие действующей 3 группы допуска по электробезопасности. 
Менеджер по закупкам,Тюмень,,,Сеть магазинов Магеллан,2020-10-09T08:43:40+0300,Полный день,Обеспечивает наличие товара по своим товарным группам в оптимальном количестве и ассортименте. Обеспечивает плановые показатели по оборачиваемости своих товарных групп. ,
Начальник энергокомплекса на базе ГПГУ,Тюмень,,,Энерготехсервис,2020-09-25T16:13:15+0300,Вахтовый метод,"Организация технического и оперативного обслуживания оборудования. Проведение ремонтных, монтажных, наладочных работ в электроустановках. Контроль достаточности и правильности ведения технической документации...","Высшее профессиональное образование (направление образование: электроэнергетика, механика). Опыт управления энергокомплексом на базе ГПЭС, ДГУ, ГТУ на нефтяных месторождениях от 2..."
Лаборант химической лаборатории,Тюмень,25000,27000,Комплекс ЛетоЛето,2020-09-25T15:43:59+0300,Сменный график,"Отбор проб в аквазонах (аквапарк, СПА комплекс), выполнение лабораторных химических анализов, испытаний, измерений. Оформление результатов КХА. Подготовка химической посуды, оборудования...","Высшее или средне-специальное (химия, биология, экология). Опыт работы лаборантом от 1 года. Знание основ аналитической химии. Владение техникой лабораторных..."
Менеджер по выкупу автомобилей с пробегом,Тюмень,50000,150000,Прайм,2020-10-13T13:05:48+0300,Полный день,Привлечение/Поиск клиентов. Выкуп автомобилей с пробегом для регулярного пополнения склада. Самостоятельное определение стоимости автомобиля. Совершение звонков клиентам. ,"Знание автомобильного рынка, технического устройства. Умение разбираться в ЛКП кузова. Самостоятельное определение ликвидности моделей. Постановка задания смежным отделам по устранению..."
Швея-портной,Тюмень,,,ГАУ ТО ЦЗН города Тюмени и Тюменского района,2020-09-30T06:09:34+0300,Полный день,,
"Территориальный менеджер В2С, г. Тюмень",Тюмень,,,Обнинскоргсинтез,2020-09-28T16:52:12+0300,Полный день,"Поиском и развитием новых партнеров, оперативное управление продажами на территории - sell in и sell out. Развитием пула дистрибьюторов на территории. ",
Торговый представитель (дистрибуция),Тюмень,35000,100000,Строительный Двор,2020-09-25T08:13:57+0300,Полный день,"выстраивание долгосрочных партнерских отношений с клиентами, развитие по маршруту. - профессиональное консультирование клиентов по строительным материалам. - контроль дебиторской задолженности.","умение устанавливать контакт с людьми. - честность, трудолюбие, оптимизм, чувство юмора. - умение слушать и убеждать, способность самостоятельно принимать решения. - "
Инспектор ОЗКИ,Тюмень,,60000,ГазАртСтрой,2020-09-30T12:10:46+0300,Вахтовый метод,Обеспечение пропускного и внутриобъектового режима на объектах строительства Общества.,"Образование средне-специальное (юрист). Опыт работы от 1 года. Работа в правоохранительных органах (следственный отдел, участковый уполномоченный, оперуполномоченный уголовного розыска)."
Менеджер по продажам в строительную компанию,Тюмень,40000,150000,Сураев Павел Васильевич,2020-10-14T17:11:49+0300,Полный день,"Консультирование, расчет, составление документации и помощь нашим Клиентам. Вы являетесь заключительным и важным звеном в сделке!. Обработкой входящих ЛИДов в...","Вы готовы работать с полной отдачей, работать не на время, а на РЕЗУЛЬТАТ, в первую очередь - СВОЙ. Умеете нести ответственность..."
Маркетинг-менеджер (аккаунт-менеджер) / стажер,Тюмень,25000,,Ай Кью Онлайн,2020-10-14T06:28:51+0300,Полный день,Коммуникация с клиентами (сопровождение оказываемых услуг). Коммуникация с производственной командой. Поддержание лояльности клиентов к нашей компании. Развитие клиентов.,"Хорошие коммуникативные навыки, грамотная устная и письменная речь. Желание обучаться, профессионально расти и зарабатывать. Готовность к обработке большого объема информации. "
Повар-сушист без опыта работы,Тюмень,45000,,MYBOX,2020-10-01T12:30:07+0300,Гибкий график,Готовить блюда в соответствии с меню.,Открыт к новым знаниям. Поддерживать порядок на рабочем месте. Соблюдать санитарные нормы и правила.
Машинист бульдозера,Тюмень,100000,100000,Красноярскгеоресурс,2020-10-07T16:34:50+0300,Вахтовый метод,Правила разработки и перемещения грунтов различных категорий при разной глубине разработки.,Удостоверение на право управления гусеничными и колесными машинами .
Штукатур,Тюмень,,75000,ГазАртСтрой,2020-09-30T12:10:43+0300,Вахтовый метод,Устройство перегородок из гипсокартона. Выравнивание поверхностей. Укладка плитки. Установка подвесных потолков.,Образование среднее профессиональное. Опыт работы от 3х лет. Наличие удостоверения 4 или 5 разряда.
Заместитель управляющего по прямым продажам,Тюмень,100000,,Совкомбанк,2020-09-29T16:45:19+0300,Полный день,"Крупнейший, прибыльный, надежный и динамично развивающийся Банк, в связи с развитием нового банковского продукта каналом прямых продаж. ЗАМЕСТИТЕЛЬ УПРАВЛЯЮЩЕГО ПО...","Общий опыт работы в продажах от 3-х лет. Опыт в активных прямых продажах, проведении презентаций. Опыт работы в организации..."
Кладовщик (ТЦ Кристалл),Тюмень,23000,,Детский Мир,2020-09-28T08:47:23+0300,Полный день,Приемка и обработка товара при поставке в магазин. Размещение товара на складе. Оформление приходно-расходных документов. Ведение сопутствующей отчетности в...,Уверенный пользователь ПК? Умеете работать в SAP (приветствуется)?
Инженер по сварке,Тюмень,,90000,ГазАртСтрой,2020-10-14T11:40:00+0300,Вахтовый метод,"Организация проведения аттестации специалистов сварочного производства, технологий сварки. Организация и контроль проведения допускных процедур сварщиков. Предоставление данных в ОГС для...",Высшее техническое образование. Опыт работы в строительстве нефтегазовых объектов не менее 2 лет. Желательно наличие действующего удостоверения НАКС не ниже...
Электромонтёр-линейщик по монтажу воздушных линий,Тюмень,,80000,ГазАртСтрой,2020-10-14T17:06:15+0300,Вахтовый метод,Электромонтажные работы.,ОБразование среднее-специальное или высшее. Опыт работы от 1 года.
Изолировщик на термоизоляции,Тюмень,,80000,ГазАртСтрой,2020-09-30T12:10:45+0300,Вахтовый метод,"Выполнение работ по термоизоляции конструкций, трубопроводов и технологического оборудования.",Образование средне-специальное. Опыт работы от 3х лет. Наличие удостоверения.
"Администратор магазина (г Ставрополь, тер. СНТ Оптимист, д 15)",Тюмень,24000,30000,Пятёрочка,2020-09-29T23:54:49+0300,Полный день,"Организация работы магазина. Контроль работы сотрудников. Выполнение плана по товарообороту, минимизация потерь. Взаимодействие с проверяющими органами. Ведение отчетности и анализ...","Образование не ниже среднего профессионального. Управленческий опыт работы от 0,5 года (желательно). Опыт работы в ритейле от 0,5..."
Региональный менеджер по закупкам сырья,Тюмень,,,Свеза,2020-10-12T17:11:34+0300,Полный день,"Формирование бюджета поставок на год, участие в формировании стратегического плана. Контроль выполнения бюджета, разработка мероприятий по недопущению отклонений от бюджета. ","Высшее образование. Опыт работы от 3 лет в сфере деревообработки по направлениям лесообеспечение, отдел продаж лесоматериалов, отдел логистики. "
Ведущий специалист отдела по охране труда в сельскохозяйственном предприятии,Тюмень,,,УК АРСИБ холдинг групп,2020-10-09T07:31:58+0300,Полный день,"Руководство отделом охраны труда в сельхоз предприятии (растениеводство, животноводство). - Участие в организации и координации работ по охране труда, промышленной, пожарной...",Высшее профильное. - Опыт работы от 5 лет.
Менеджер по продажам рекламных конструкций,Тюмень,30000,,ДиМедиа,2020-09-23T07:27:30+0300,Полный день,"Продажа продукции собственного производства. Ответ по заказам, поступающим по электронной почте и оставленным через Jivosite. Консультирование клиентов по телефону, составление...","Знание английского языка (уровень выше среднего, разговорный английский, для ведения деловой переписки и телефонных переговоров с иностранными клиентами). "
Кондитер,Тюмень,25000,,Тюменский хлебокомбинат,2020-10-01T07:25:27+0300,Полный день,Оформление кондитерских изделий. Поддержание порядка и чистоты на рабочем месте.,"Ответственность, высокая работоспособность. Исполнительность, активность, аккуратность. Навыки приготовления тортов, пирожных на заказ, навыки оформителя приветствуются."
Врач-терапевт отделения медико-социальной помощи,Тюмень,65000,,ГАУЗ ТО Городская поликлиника № 3,2020-10-14T09:28:41+0300,Полный день,Прием пациентов в поликлинике.,Действующий сертификат по специальности &quot;Терапия&quot;. Медицинская книжка.
HR директор,Тюмень,150000,,Агентство развития бизнеса,2020-09-15T07:25:39+0300,Полный день,Разработка HR-стратегии и ее реализация. Руководство HR отделом (без КДП). Организация и контроль процесса поиска и отбора персонала по...,Высшее профессиональное образование. Успешный опыт работы руководителем отдела персонала в компании со штатом от 100 человек. Практические знания основных участков...
Разработчик бизнес-решений,Тюмень,,120000,Систем-Консалт,2020-10-06T16:10:43+0300,Полный день,Разработка бизнес-решений на базе системы DIRECTUM и DirectumRX на проектах внедрения и сопровождения. Проектирование архитектуры заказных систем (анализ функциональных...,Глубокое понимание объектно-ориентированного программирования. Опыт разработки ПО на Delphi / .NET / C#. Опыт работы с базами данных. Опыт проектирования приложений...
Казначей на участок кассы,Тюмень,28500,36250,Строительный Двор,2020-10-13T07:08:38+0300,Полный день,"Отражение кассовых операций в БУ. Работа с наличными денежными средствами:прием, выдача, инкассация. Формирование/проверка кассовых отчетов. Написание инструкций, регламентов. ","Внимательность, скрупулезность, аккуратность. Желание работать с документами. Организаторские навыки. Знание основ бухгалтерского учета. Опыт не обязателен."
Помощник руководителя (администратор),Тюмень,,30000,Агентство развития бизнеса,2020-09-15T07:25:30+0300,Удаленная работа,"Координация и аналитика по заказам. Формирование заявок. “красивое” ведение всех баз, договоров. Систематизация данных. Написание шаблонов, инструкций, а также писем...",Высшее образование. Высокий уровень внимательности и грамотности. Желание много учиться и развиваться.
Старший юрист по недвижимости,Тюмень,40000,,Пятёрочка,2020-10-08T07:15:26+0300,Полный день,"Подготовка и согласование Договоров по приобретению прав на недвижимое имущество, а также доп. соглашений к указанным Договорам, анализ документов и...","Опыт аналогичной работы от года. Отличное знание законодательства и нормативных актов. Внимательность, аккуратность."
Электромонтажник по силовым сетям и электрооборудованию 4 разряда (Якутия),Тюмень,80000,90000,Газстройпром,2020-10-02T19:32:59+0300,Вахтовый метод,Монтаж электрооборудования. Прокладка кабельных линий. Монтаж кабельных трасс.,"Образование среднее специальное (электроснабжение, привод, автоматизация и т.д.). ОБЯЗАТЕЛЬНО Наличие квалификационного удостоверения &quot;Электромонтажник по силовым сетям электрооборудованию 4 разряда&quot;. "
Менеджер по работе с клиентами,Тюмень,30000,,ТК Кан-Тэррия,2020-10-07T06:33:55+0300,Полный день,Работа с существующей базой клиентов. Продажа товаров и услуг компании. Сопровождение клиентов. Консультирование клиентов по продуктам компании.,Опыт работы в аналогичной должности от 1 года.
Премиум - менеджер,Тюмень,80000,90000,Альфа-Банк,2020-10-02T10:28:49+0300,Полный день,"Развивать действующую клиентскую базу и привлекать новых вип-клиентов (если у тебя уже есть своя база, это станет большим плюсом!). ","Понимание, кто такой вип-клиент и что ему нужно. Опыт продаж инвестиционных и финансовых продуктов не менее года. "
Электромонтажник / монтажник КИПиА,Тюмень,70000,,Волгоградское управление Монтажавтоматика,2020-10-08T14:27:19+0300,Вахтовый метод,Монтаж конструкций для электрических трасс и трубных проводок. Монтаж контрольного кабеля. Монтаж конструкций под приборы и исполнительные механизмы. Монтаж приборов. ,"Профильное образование, навыки работы с электроинструментом."
